,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Artbedömning,Benslagsbedömning,Museum,Unique Name,Catalog Link,Extra Details
20,Konglomerat,1216_HST,33759,Undernummer: 665,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,Konglomerat - 21,https://samlingar.shm.se/object/C27496E9-1F32-418D-B23B-D679643FEFFE,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Konglomerat  Armbygel  Ten"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 68 g  Diameter 60 mm  Bredd 9.5 mm  Tjocklek 9 mm  L\u00e4ngd 47 mm  Bredd 5 mm  Tjocklek 3 mm  + Visa 2 till"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""1216_HST"", ""Andra nummer"": ""Undernummer: 665  Fyndnummer: 356  FID: 1216"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
21,Konglomerat,1217_HST,33759,Undernummer: 666,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,Konglomerat - 22,https://samlingar.shm.se/object/66FD0EEB-913C-407A-A606-03D5679CA7BA,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Konglomerat  spiralring  Mynt"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 1350 g  Diameter 65 mm  Diameter 6 mm  Diameter 70 mm  Diameter 6 mm"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""1217_HST"", ""Andra nummer"": ""Undernummer: 666  Fyndnummer: 356  FID: 1217"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
22,Konglomerat,1218_HST,33759,Undernummer: 667,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,Konglomerat - 23,https://samlingar.shm.se/object/026C4421-4D4C-48E8-9129-DD8280620C6B,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Konglomerat  spiralring  Armbygel  Ten"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 379 g"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""1218_HST"", ""Andra nummer"": ""Undernummer: 667  Fyndnummer: 356  FID: 1218"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
23,spiralring,1220_HST,33759,Undernummer: 668,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,spiralring - 24,https://samlingar.shm.se/object/BA915210-E0E1-49FD-B5C2-E5E54DD867A6,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 57 g  Diameter 52 mm  Bredd 4.5 mm  Tjocklek 4.5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""1220_HST"", ""Andra nummer"": ""Undernummer: 668  Fyndnummer: 363  FID: 1220"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
24,Konglomerat,1250_HST,33759,Undernummer: 625,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,Konglomerat - 25,https://samlingar.shm.se/object/4C9427AA-2B5C-443E-945C-EB25B689C3A8,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Konglomerat  spiralring  Ten"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 121 g  Diameter 74 mm  Diameter 61 mm"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""1250_HST"", ""Andra nummer"": ""Undernummer: 625  Fyndnummer: 339  FID: 1250"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
25,spiralring,1252_HST,33759,Undernummer: 627,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,spiralring - 26,https://samlingar.shm.se/object/EF1115B4-754B-4F22-B07C-18CC18EF0273,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 96.5 g  Diameter 82 mm  Bredd 9 mm  Tjocklek 9 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""1252_HST"", ""Andra nummer"": ""Undernummer: 627  Fyndnummer: 179  FID: 1252"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
26,Armbygel,1253_HST,33759,Undernummer: 628,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,Armbygel - 27,https://samlingar.shm.se/object/66AB25D9-4C00-4055-9757-AA8A018340B8,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Armbygel  spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 76 g  Diameter 75 mm  Bredd 9.5 mm  Tjocklek 10 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""1253_HST"", ""Andra nummer"": ""Undernummer: 628  Fyndnummer: 179  FID: 1253"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
27,Armbygel,190_HST,33758,Undernummer: 403,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Armbygel - 28,https://samlingar.shm.se/object/131A599A-BEBF-465D-B2E5-C3FC1775F167,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Armbygel  Ten"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 68.5 g  Diameter 72 mm  Bredd 10 mm  Tjocklek 10 mm  L\u00e4ngd 47 mm  Diameter 4 mm  + Visa 1 till"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""190_HST"", ""Andra nummer"": ""Undernummer: 403  Fyndnummer: 47  FID: 190"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
28,spiralring,239_HST,33758,Undernummer: 454,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,spiralring - 29,https://samlingar.shm.se/object/3B37E24F-101C-41BC-99EF-560613264F35,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 83 g  Diameter 68 mm  Bredd 4 mm  Tjocklek 4 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""239_HST"", ""Andra nummer"": ""Undernummer: 454  Fyndnummer: 48  FID: 239"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
29,Konglomerat,240_HST,33758,Undernummer: 455,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Konglomerat - 30,https://samlingar.shm.se/object/7D12A7FD-E23E-4EA6-A284-E4CD166426D4,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Konglomerat"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 77.5 g  Diameter 54 mm  Bredd 5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""240_HST"", ""Andra nummer"": ""Undernummer: 455  Fyndnummer: 48  FID: 240"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
30,Permisk halsring,241_HST,33758,Undernummer: 456,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,Permisk halsring - 31,https://samlingar.shm.se/object/3DC2764C-D443-4123-B462-91AEBC60F94D,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Permisk halsring  spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 101 g  Diameter 75 mm  Diameter 5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""241_HST"", ""Andra nummer"": ""Undernummer: 456  Fyndnummer: 48  FID: 241"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
31,spiralring,242_HST,33758,Undernummer: 457,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,,,Historiska museet,spiralring - 32,https://samlingar.shm.se/object/CE4F846C-3786-441F-9986-41B1929A1DB4,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 43 g  Diameter 59 mm  Bredd 4.5 mm  Tjocklek 4.5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""242_HST"", ""Andra nummer"": ""Undernummer: 457  Fyndnummer: 48  FID: 242"", ""F\u00f6rv\u00e4rvsnummer"": ""33758"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758"", ""F\u00f6rv\u00e4rvsmetod"": ""KML (inl\u00f6sen)"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 1"", ""Kontextnamn"": ""Spillingskatten""}"
32,spiralring,787_HST,33759,Undernummer: 3,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,spiralring - 33,https://samlingar.shm.se/object/99523018-2EE9-4EF2-8B02-1C6D430EE25C,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 31.97 g  Diameter 53 mm  Bredd 4 mm  Tjocklek 4 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""787_HST"", ""Andra nummer"": ""Undernummer: 3  Fyndnummer: 3  FID: 787"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
33,spiralring,844_HST,33759,Undernummer: 126,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,spiralring - 34,https://samlingar.shm.se/object/1E1555CF-9362-486F-A8FD-6CE06541C40B,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 45.09 g  Diameter 54 mm  Bredd 4 mm  Tjocklek 4 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""844_HST"", ""Andra nummer"": ""Undernummer: 126  Fyndnummer: 110  FID: 844"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
34,spiralring,846_HST,33759,Undernummer: 129,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,spiralring - 35,https://samlingar.shm.se/object/A9B0CE81-7B67-4C4A-A288-7B948E1D2EB5,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 79.66 g  Diameter 67 mm  Bredd 4 mm  Tjocklek 4 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""846_HST"", ""Andra nummer"": ""Undernummer: 129  Fyndnummer: 112  FID: 846"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
35,spiralring,903_HST,33759,Undernummer: 221,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,spiralring - 36,https://samlingar.shm.se/object/DA0985BC-1CA6-4F27-94EB-6B97FFDB6D2E,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 76.7 g  Diameter 67 mm  Bredd 5 mm  Tjocklek 5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""903_HST"", ""Andra nummer"": ""Undernummer: 221  Fyndnummer: 176  FID: 903"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
36,Permisk halsring,905_HST,33759,Undernummer: 223,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,Permisk halsring - 37,https://samlingar.shm.se/object/6EAA535B-AC6D-4D23-928C-96F996D07E17,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Permisk halsring  spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 102.53 g  Diameter 70 mm  Diameter 7 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""905_HST"", ""Andra nummer"": ""Undernummer: 223  Fyndnummer: 178  FID: 905"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
37,Permisk halsring,923_HST,33759,Undernummer: 251,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,Permisk halsring - 38,https://samlingar.shm.se/object/DDAD8C02-2848-4A54-ADD0-99882CB29BBC,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Permisk halsring  spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 103.83 g  Diameter 78 mm  Diameter 5.5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""923_HST"", ""Andra nummer"": ""Undernummer: 251  Fyndnummer: 198  FID: 923"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
38,spiralring,930_HST,33759,Undernummer: 261,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,spiralring - 39,https://samlingar.shm.se/object/AD9A9009-8B0C-4067-BEB5-71CD80FA8096,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 37.87 g  Diameter 63 mm  Bredd 4.5 mm  Tjocklek 4.5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""930_HST"", ""Andra nummer"": ""Undernummer: 261  Fyndnummer: 208  FID: 930"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
39,Konglomerat,946_HST,33759,Undernummer: 282,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,Konglomerat - 40,https://samlingar.shm.se/object/85628F5D-1CBF-4392-B287-C6ED082057A2,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Konglomerat"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 45.7 g  L\u00e4ngd 43 mm"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""946_HST"", ""Andra nummer"": ""Undernummer: 282  Fyndnummer: 226  FID: 946"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
40,spiralring,948_HST,33759,Undernummer: 284,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,,,Historiska museet,spiralring - 41,https://samlingar.shm.se/object/3EA68499-AE2A-48FD-B915-FEA785196D94,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""spiralring"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 87.99 g  Diameter 76 mm  Bredd 4.5 mm  Tjocklek 4.5 mm"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""948_HST"", ""Andra nummer"": ""Undernummer: 284  Fyndnummer: 227  FID: 948"", ""F\u00f6rv\u00e4rvsnummer"": ""33759"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759"", ""Fyndplats"": ""Plats: Spillings, Fornl\u00e4mning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""Skattfynd: 2""}"
