Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Storlek,Antal fragment,plats_latitude,plats_longitude,historisk_plats_latitude,historisk_plats_longitude
Svärd,451457_HST,34000,Undernummer: Bj 366,Järn,"Björkö, Borgs hage",L2017:1478,Adelsö socken,Uppland,Sverige,Brandgrav,366,Historiska museet,Svärd - 156,https://samlingar.shm.se/object/EF010A4C-64D0-4535-B85E-1979C2C1AC71,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,451457_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Borgs hage, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 366",Bj 366,"Stolpe, Hjalmar",1876,,7,,,,
Tveeggat svärd,451466_HST,34000,Undernummer: Bj 104,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,104,Historiska museet,Tveeggat svärd - 157,https://samlingar.shm.se/object/4725AD9F-27C0-4316-AE50-792BDFB60905,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,451466_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 104",Bj 104,"Stolpe, Hjalmar",1875,,1,,,,
Spjut,451523_HST,34000,Undernummer: Bj 386,Järn,"Björkö, Borgs hage",L2017:1478,Adelsö socken,Uppland,Sverige,Brandgrav,386,Historiska museet,Spjut - 158,https://samlingar.shm.se/object/B383CC71-F7FA-48B0-AFE4-8BF649F60D64,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,451523_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Borgs hage, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Stensättning: 386",Bj 386,"Stolpe, Hjalmar",1876,,2,,,,
Spjut,451975_HST,34000,Undernummer: Bj 592,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Skelettgrav,592,Historiska museet,Spjut - 159,https://samlingar.shm.se/object/DA85DAF8-20FC-41FB-BA72-40E1D83786D5,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,451975_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Obekant yttre gravskick: 592",Bj 592,"Stolpe, Hjalmar",1878,,,,,,
Spjut,452551_HST,34000,Undernummer: Bj 842,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,842,Historiska museet,Spjut - 160,https://samlingar.shm.se/object/D2571997-2F87-4211-86F7-E77C7C58A18B,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,452551_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 842",Bj 842,"Stolpe, Hjalmar",,,,,,,
Pil,448459_HST,17343,Undernummer: 1677,Järn,,,Gällivare socken,Lappland,Sverige,,,Historiska museet,Pil - 161,https://samlingar.shm.se/object/ED998D17-3D9F-42B1-A165-4EBD71DE5E37,Vapen och rustningar  Arkeologisk samling,2,800 – 1250,Vikingatid  Tidig medeltid,448459_HST,,17343,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17343,,1923,"Socken: Gällivare socken, Kommun: Gällivare kommun, Landskap: Lappland, Land: Sverige",,,,,,,46.3144754,11.0480288,46.3144754,11.0480288
Spets,448707_HST,34000,Undernummer: Bj 30,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,30,Historiska museet,Spets - 162,https://samlingar.shm.se/object/1BCC3DEC-826E-402F-8ACB-59C8927745F9,Vapen och rustningar  Arkeologisk samling,2,800 – 1100,Vikingatid,448707_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 30",Bj 30,"Stolpe, Hjalmar",1875,Längd 136.9 mm  Bredd 18.6 mm  Längd 117.6 mm  Bredd 20.3 mm,,,,,
Ringväv,449452_HST,34000,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Ringväv - 163,https://samlingar.shm.se/object/A772D1EE-EF3A-430C-89B6-38194471CB2A,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,449452_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,,,,,
Spjut,449486_HST,34000,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Spjut - 164,https://samlingar.shm.se/object/24D8F097-EA68-4294-9220-ABAE4955A5FF,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,449486_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,,,,,
Lamellpansar,449491_HST,34000,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 165,https://samlingar.shm.se/object/F102BEAF-6791-4B0D-8651-CF6F55181D57,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,449491_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,60,,,,
Lamellpansar,449549_HST,34000,Undernummer: Bj 596,"Järn, Läder","Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 166,https://samlingar.shm.se/object/AC0D6940-D7EF-4510-B5F6-B1306EC0634C,Vapen och rustningar  Arkeologisk samling,17,800 – 1100,Vikingatid,449549_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,,,,,
Lansettformig pilspets,449569_HST,34000,Undernummer: Bj 40,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,40,Historiska museet,Lansettformig pilspets - 167,https://samlingar.shm.se/object/54B8843B-1C9A-4575-BBB7-8339DABEFE2C,Vapen och rustningar  Arkeologisk samling,3,800 – 1100,Vikingatid,449569_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 40",Bj 40,"Stolpe, Hjalmar",1875,,4,,,,
Ringväv,429734_HST,21064,Undernummer: 222,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,,,Historiska museet,Ringväv - 168,https://samlingar.shm.se/object/E47AC596-956F-416C-82AF-F407C02DF7B0,Vapen och rustningar  Arkeologisk samling,2,800 – 1100,Vikingatid,429734_HST,"Birka, Adelsö socken",21064,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21064,KML,1935,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,"Arbman, Holger  Arwidsson, Greta  Arbman, Holger",,,3,,,,
Timglaskoger,449193_HST,34000,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Timglaskoger - 169,https://samlingar.shm.se/object/2793FDB9-1747-4A83-8093-47CC129A918A,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,449193_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,,,,,
Pil,416139_HST,,FID: 416139,Järn,,,,,Sverige,,,Historiska museet,Pil - 170,https://samlingar.shm.se/object/9A676FFB-2EEF-4359-90FC-D03C9E73A236,Vapen och rustningar  Arkeologisk samling,1,800 – 1250,Vikingatid  Tidig medeltid,416139_HST,,,,,,Land: Sverige,,,,,,,46.3144754,11.0480288,46.3144754,11.0480288
Armborstpil,416142_HST,,FID: 416142,Järn,,,,,Sverige,,,Historiska museet,Armborstpil - 171,https://samlingar.shm.se/object/8994E1C8-42D0-4B57-860F-7FB1F25637A9,Vapen och rustningar  Arkeologisk samling,2,800 – 1250,Vikingatid  Tidig medeltid,416142_HST,,,,,,Land: Sverige,,,,,,,46.3144754,11.0480288,46.3144754,11.0480288
Bredyxa,417425_HST,12753,FID: 417425,Järn,Vendels kyrkogård,L1940:9846,Vendel socken,Uppland,Sverige,,,Historiska museet,Bredyxa - 172,https://samlingar.shm.se/object/2A74E91E-5CBD-47FB-9865-09DC7BA512F8,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,1,800 – 1100,Vikingatid,417425_HST,,12753,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12753,,1906,"Plats: Vendels kyrkogård, Fornlämning: L1940:9846, Socken: Vendel socken, Kommun: Tierp kommun, Landskap: Uppland, Land: Sverige",,,,,,,,,46.3144754,11.0480288
Bredyxa,417447_HST,21910,FID: 417447,Järn,Nysäter,L2007:930,Gillberga socken,Värmland,Sverige,Grav,,Historiska museet,Bredyxa - 173,https://samlingar.shm.se/object/D874E481-72BC-463D-807D-3143B702F36E,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,1,800 – 1100,Vikingatid,417447_HST,,21910,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21910,,1937,"Plats: Nysäter, Fornlämning: L2007:930, Socken: Gillberga socken, Kommun: Säffle kommun, Landskap: Värmland, Land: Sverige",Grav,,,,Längd 220 mm  Bredd 230 mm,,59.2830694,12.7745993,46.3144754,11.0480288
Bredyxa,417462_HST,12748,FID: 417462,Järn,,,Mörrum socken,Blekinge,Sverige,,,Historiska museet,Bredyxa - 174,https://samlingar.shm.se/object/9F1D7DF2-2ECC-4C86-A12F-47A7767B39BB,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,1,800 – 1100,Vikingatid,417462_HST,,12748,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12748,,1906,"Socken: Mörrum socken, Kommun: Karlshamn kommun, Landskap: Blekinge, Land: Sverige",,,,,,,46.3144754,11.0480288,46.3144754,11.0480288
Svärd,454502_HST,12529,Undernummer: 1,Brons,Hemse (i trakten av),,Hemse socken,Gotland,Sverige,,,Historiska museet,Svärd - 175,https://samlingar.shm.se/object/4D689202-4C8E-406F-A8AE-173DA22FD7E3,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,454502_HST,,12529,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12529,,1905,"Plats: Hemse (i trakten av), Socken: Hemse socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,,,46.3144754,11.0480288
Svärd,418951_HST,13838,Undernummer: 18,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Svärd - 176,https://samlingar.shm.se/object/198329BC-4060-43E8-BAF6-0B60DDB0F4BE,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,418951_HST,"Birka, Adelsö socken",13838,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13838,Obekant,1909,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,,,,1,,,,
Yxa Petersen G,419054_HST,28374,FID: 419054,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,,,Historiska museet,Yxa Petersen G - 177,https://samlingar.shm.se/object/3B309B3B-4F0E-4D11-8AE0-C69B6F6BFB0F,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,419054_HST,"Birka, Adelsö socken",28374,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=28374,Köp,1967,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,,,Vikt 962 g,,,,,
Svärd Petersen X,419169_HST,9289,FID: 419169,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Svärd Petersen X - 178,https://samlingar.shm.se/object/995BFDA2-5E92-4C94-B104-82B982D65254,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,419169_HST,"Birka, Adelsö socken",9289,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=9289,Köp,1893,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,,,,1,,,,
Tveeggat svärd,106799_HST,7250,Undernummer: IX:08,Järn,Vendels by,L1942:9787,Vendel socken,Uppland,Sverige,,,Historiska museet,Tveeggat svärd - 179,https://samlingar.shm.se/object/DC32333E-CF3C-4C81-A6CE-809EEEFB6949,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,106799_HST,,7250,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=7250,,1883,"Plats: Vendels by, Fornlämning: L1942:9787, Socken: Vendel socken, Kommun: Tierp kommun, Landskap: Uppland, Land: Sverige",,,"Stolpe, Hjalmar",,,,,,46.3144754,11.0480288
Svärd Petersen K,107076_HST,16476,Undernummer: 1a,Järn,Finnäs,L1950:2542,Österfärnebo socken,Gästrikland,Sverige,Grav,1a,Historiska museet,Svärd Petersen K - 180,https://samlingar.shm.se/object/FA4E26F4-9917-446D-9ED9-2A85FFA5819E,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,107076_HST,,16476,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=16476,,1920,"Plats: Finnäs, Fornlämning: L1950:2542, Socken: Österfärnebo socken, Kommun: Sandviken kommun, Landskap: Gästrikland, Land: Sverige",Grav: 1a,,,,,,63.8016034,22.7258498,46.3144754,11.0480288
Tveeggat svärd,107090_HST,23115,FID: 107090,Järn,Finnerånger,L1941:8080,Västland socken,Uppland,Sverige,,,Historiska museet,Tveeggat svärd - 181,https://samlingar.shm.se/object/87F63EA7-A1E5-4ED5-A9B4-0D2B88B9C8ED,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,107090_HST,,23115,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=23115,,1943,"Plats: Finnerånger, Fornlämning: L1941:8080, Socken: Västland socken, Kommun: Tierp kommun, Landskap: Uppland, Land: Sverige",,,,,Längd 95 cm  Bredd 10 cm,,60.5121574,17.5997847,46.3144754,11.0480288
Tveeggat svärd,107091_HST,5609,FID: 107091,Järn,Gallsätter,,Skog socken,Ångermanland,Sverige,,,Historiska museet,Tveeggat svärd - 182,https://samlingar.shm.se/object/3EDCD7BA-71D4-46E0-90BC-BD2975C4BF99,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,107091_HST,,5609,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5609,,1875,"Plats: Gallsätter, Socken: Skog socken, Kommun: Kramfors kommun, Landskap: Ångermanland, Land: Sverige",,,,,Längd 93 cm  Bredd 12.3 cm,,62.9280225,18.0909203,46.3144754,11.0480288
Tveeggat svärd,107092_HST,21131,FID: 107092,Järn,Ullevi,,Kimstad socken,Östergötland,Sverige,,,Historiska museet,Tveeggat svärd - 183,https://samlingar.shm.se/object/AC56EF39-08C5-4C34-9513-E94AFA7BDA0F,Arkeologisk samling  Vapen och rustningar,1,800 – 1100,Vikingatid,107092_HST,,21131,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21131,,1935,"Plats: Ullevi, Socken: Kimstad socken, Kommun: Norrköping kommun, Landskap: Östergötland, Land: Sverige",,,,,Längd 95 cm  Bredd 7.5 cm,,57.705919699999995,11.987327598897291,46.3144754,11.0480288
Tveeggat svärd,107093_HST,16646,FID: 107093,Järn,Norra Kvinneby,,Stenåsa socken,Öland,Sverige,,,Historiska museet,Tveeggat svärd - 184,https://samlingar.shm.se/object/7FC895F4-8963-4657-8931-38ABFAD3900E,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,107093_HST,,16646,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=16646,,1921,"Plats: Norra Kvinneby, Socken: Stenåsa socken, Kommun: Mörbylånga kommun, Landskap: Öland, Land: Sverige",,,,,Längd 961 mm  Bredd 113 mm,,56.5343305,16.6054226,46.3144754,11.0480288
Tveeggat svärd,473061_HST,34000,Undernummer: Bj 644,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Tveeggat svärd - 185,https://samlingar.shm.se/object/10B977DC-822A-492C-972B-5D75ADFDF49B,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,473061_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",Bj 644,"Stolpe, Hjalmar",1878,,1,,,,
Metkrok,479196_HST,34000,Undernummer: Bj 187,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,187,Historiska museet,Metkrok - 186,https://samlingar.shm.se/object/EC520424-13AB-40DB-B9D4-17BFB284084A,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,479196_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 187",Bj 187,"Stolpe, Hjalmar",1875,Längd 65 mm,,,,,
Koger,598818_HST,34000,Undernummer: Bj 1125B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1125B,Historiska museet,Koger - 187,https://samlingar.shm.se/object/564577AF-7A48-4606-A34D-4897E7BBBE46,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,598818_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 1125B",Bj 1125B,"Stolpe, Hjalmar",1888,,21,,,,
Rundsköld,475718_HST,34000,Undernummer: Bj 727,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,727,Historiska museet,Rundsköld - 188,https://samlingar.shm.se/object/7186D4A5-DB2A-4B7C-9315-C65C615E8E89,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,475718_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 727",Bj 727,"Stolpe, Hjalmar",1879,,8,,,,
Spjut,475999_HST,34000,Undernummer: Bj 731,"Järn, Brons, Koppar, Silver, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,731,Historiska museet,Spjut - 189,https://samlingar.shm.se/object/BFF5DA45-CB2D-4223-B44A-21A257A36CC5,Vapen och rustningar  Arkeologisk samling,1,800 – 1100,Vikingatid,475999_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 731",Bj 731,"Stolpe, Hjalmar",1879,,3,,,,
